scene_id,acquisition_date,orbit_relative,pass_direction,status,area_km2,threshold_db,otsu_eta,valley_ratio,separability,detail
S1A_IW_GRDH_1SDV_20190219T125545_20190219T125610_025999_02E5B7_66D6,2019-02-19,27,ASC,ok,126.76609052752993,-22.372609441302103,0.8452125264644114,0.20121062023896033,0.9149687898479577,
S1A_IW_GRDH_1SDV_20190303T125545_20190303T125610_026174_02EBF9_A8F5,2019-03-03,27,ASC,ok,124.98069816580403,-22.621190688129595,0.8413654299189633,0.2273101585974414,0.9128252063317762,
S1A_IW_GRDH_1SDV_20190315T125545_20190315T125610_026349_02F266_C74D,2019-03-15,27,ASC,ok,122.08589295090475,-22.879948601978025,0.8358035370803972,0.23508907619452635,0.909719903206216,
S1A_IW_GRDH_1SDV_20190327T125546_20190327T125611_026524_02F8D0_40E9,2019-03-27,27,ASC,ok,117.7188836159535,-23.36714161275761,0.8243375162347908,0.2645771083215534,0.9031300797362981,
S1A_IW_GRDH_1SDV_20190408T125546_20190408T125611_026699_02FF45_C7CF,2019-04-08,27,ASC,ok,119.26254304068058,-23.625994297856227,0.8195510511368794,0.2857361147013195,0.900134889828249,
S1A_IW_GRDH_1SDV_20190420T125546_20190420T125611_026874_030597_A2F0,2019-04-20,27,ASC,ok,123.57833839548299,-23.372779022615845,0.826947525784122,0.28459492462367336,0.9041973928128328,
S1A_IW_GRDH_1SDV_20190502T125547_20190502T125612_027049_030BF7_3171,2019-05-02,27,ASC,ok,125.63633332750695,-23.126436578527308,0.8114350302593499,0.3357585803959692,0.8945075259360508,
S1A_IW_GRDH_1SDV_20190514T125547_20190514T125612_027224_0311C1_FE57,2019-05-14,27,ASC,ok,122.39700837135881,-23.619711291417854,0.8105185819078083,0.33395659041971126,0.8944742134683784,
S1A_IW_GRDH_1SDV_20190526T125548_20190526T125613_027399_031738_4097,2019-05-26,27,ASC,ok,118.00174306983325,-23.875046998782505,0.8091675577065182,0.323315079688692,0.8939284589959082,
S1A_IW_GRDH_1SDV_20190607T125548_20190607T125613_027574_031C9C_DD82,2019-06-07,27,ASC,ok,118.17394186578439,-23.871647997412474,0.8041492543491708,0.353645016238681,0.8909232559539235,
S1A_IW_GRDH_1SDV_20190619T125549_20190619T125614_027749_0321E0_0858,2019-06-19,27,ASC,ok,116.61508187436539,-23.875106492069445,0.7973481731738585,0.3650378642444004,0.8871243291635316,
S1A_IW_GRDH_1SDV_20190701T125550_20190701T125615_027924_03271C_31F9,2019-07-01,27,ASC,ok,116.701302305483,-22.875838250928126,0.8047161282621541,0.3861261400342946,0.8914432588373343,
S1A_IW_GRDH_1SDV_20190713T125551_20190713T125616_028099_032C6A_8019,2019-07-13,27,ASC,ok,119.10828075121826,-22.621675851068204,0.8418218178594499,0.20199810408881191,0.9133006597333256,
S1A_IW_GRDH_1SDV_20190725T125551_20190725T125616_028274_0331B4_5E2C,2019-07-25,27,ASC,ok,129.18626613187897,-22.120074354573003,0.8606933464814684,0.17516544736281403,0.9240973076462821,
S1A_IW_GRDH_1SDV_20190806T125552_20190806T125617_028449_03370D_FAE8,2019-08-06,27,ASC,ok,141.18548493165807,-22.371164403073383,0.8610083290169228,0.1825679923871476,0.9253200587097635,
S1A_IW_GRDH_1SDV_20190818T125553_20190818T125618_028624_033D0B_FE60,2019-08-18,27,ASC,ok,147.58684325336176,-22.121328333419747,0.8623216463340959,0.17759624180799355,0.9267128124513186,
S1A_IW_GRDH_1SDV_20190830T125553_20190830T125618_028799_03432E_87DF,2019-08-30,27,ASC,ok,146.85600133497897,-22.62226308432441,0.8611635408299463,0.17414002084277166,0.9266399504988906,
S1A_IW_GRDH_1SDV_20190911T125554_20190911T125619_028974_034942_D6F1,2019-09-11,27,ASC,ok,146.5726903534093,-22.382626520439636,0.8617835912275507,0.1970293074289886,0.9271294674410134,
S1A_IW_GRDH_1SDV_20190923T125555_20190923T125620_029149_034F38_2AE4,2019-09-23,27,ASC,ok,145.81761792843676,-22.882501909076232,0.8596114011809145,0.18752144087430028,0.9260709701387427,
S1A_IW_GRDH_1SDV_20191005T125555_20191005T125620_029324_035543_23E2,2019-10-05,27,ASC,ok,146.6799923560073,-22.377035501793756,0.8634796816751754,0.18555530687179753,0.9276361309851424,
S1A_IW_GRDH_1SDV_20191017T125555_20191017T125620_029499_035B49_DA99,2019-10-17,27,ASC,ok,144.94867023482337,-22.8727280125794,0.8593538996114092,0.18894955718919354,0.9254806926649976,
S1A_IW_GRDH_1SDV_20191029T125555_20191029T125620_029674_036163_8338,2019-10-29,27,ASC,ok,142.93841173581217,-23.3776893390753,0.8541206031127273,0.19127996276249523,0.9219233266911443,
S1A_IW_GRDH_1SDV_20191110T125555_20191110T125620_029849_036781_7778,2019-11-10,27,ASC,ok,141.0716073316776,-23.3807710727785,0.8497673596996443,0.21443611779665409,0.9181479461332108,
S1A_IW_GRDH_1SDV_20191122T125555_20191122T125620_030024_036D8E_CAA5,2019-11-22,27,ASC,ok,139.60776289318358,-23.6262489350153,0.8441257487601272,0.23388865205083126,0.9149877525453947,
S1A_IW_GRDH_1SDV_20191204T125554_20191204T125619_030199_0373A0_9DEB,2019-12-04,27,ASC,ok,138.26739874543506,-23.878263891040035,0.8404506401122677,0.2316882167635113,0.9124123926082606,
S1A_IW_GRDH_1SDV_20191216T125554_20191216T125619_030374_0379AE_1E27,2019-12-16,27,ASC,ok,136.5847738046786,-23.37627858943422,0.8464855938849729,0.21452784201460967,0.9166980198055982,
S1A_IW_GRDH_1SDV_20191228T125553_20191228T125618_030549_037FB2_E48F,2019-12-28,27,ASC,ok,133.995983973615,-23.87750313835475,0.8405382924692256,0.24050634574914537,0.9121771238463482,
S1A_IW_GRDH_1SDV_20200109T125553_20200109T125618_030724_0385BF_B0B1,2020-01-09,27,ASC,ok,131.35117399307822,-23.628315636189367,0.8400544019558139,0.22094513059079596,0.9125862023329367,
S1A_IW_GRDH_1SDV_20200121T125552_20200121T125617_030899_038BE6_83E7,2020-01-21,27,ASC,ok,135.69901746107175,-21.626524571600477,0.8655228079863581,0.25144420906277654,0.9220842991991336,
S1A_IW_GRDH_1SDV_20200202T125552_20200202T125617_031074_039201_F8EF,2020-02-02,27,ASC,ok,133.28085189130007,-21.809543937879685,0.85772878871736,0.2679460707413309,0.9183526408042256,
S1A_IW_GRDH_1SDV_20200214T125552_20200214T125617_031249_039815_236C,2020-02-14,27,ASC,ok,129.54451525464532,-21.873910195720462,0.8456632297097686,0.3119477373773921,0.9113312465198451,
S1A_IW_GRDH_1SDV_20200226T125551_20200226T125616_031424_039E1C_D822,2020-02-26,27,ASC,ok,125.56647175191122,-21.687341336760745,0.8334641016616294,0.3129379160579833,0.9060826099860343,
S1A_IW_GRDH_1SDV_20200309T125552_20200309T125617_031599_03A42F_E683,2020-03-09,27,ASC,ok,123.12713948838746,-21.62687367591263,0.8299060966446223,0.3476671115898019,0.9046432259172112,
S1A_IW_GRDH_1SDV_20200321T125552_20200321T125617_031774_03AA4C_C52C,2020-03-21,27,ASC,ok,122.84916275586754,-21.621639972348966,0.8304087291292481,0.34559407197805087,0.9045200570476368,
S1A_IW_GRDH_1SDV_20200402T125552_20200402T125617_031949_03B076_5E9C,2020-04-02,27,ASC,ok,123.93580922070886,-21.440904332206536,0.8246336755437297,0.35868601599080185,0.9012985260555618,
S1A_IW_GRDH_1SDV_20200414T125552_20200414T125617_032124_03B6A4_2025,2020-04-14,27,ASC,ok,124.31850158057276,-21.626021221114488,0.8154019590535142,0.4083182774080718,0.8957374029042925,
S1A_IW_GRDH_1SDV_20200426T125553_20200426T125618_032299_03BCC4_3622,2020-04-26,27,ASC,ok,120.33954125688372,-21.93669672936517,0.804384212574466,0.3823421529763935,0.8899259150163255,
S1A_IW_GRDH_1SDV_20200508T125553_20200508T125618_032474_03C2C3_8EE1,2020-05-08,27,ASC,ok,121.13165072079354,-21.873353495092356,0.7913255011207322,0.43543109722463275,0.8819409546965418,
S1A_IW_GRDH_1SDV_20200520T125554_20200520T125619_032649_03C810_2962,2020-05-20,27,ASC,ok,115.87370694857984,-21.811522348581807,0.7723295432775035,0.4377175134095443,0.8717005051454267,
S1A_IW_GRDH_1SDV_20200601T125555_20200601T125620_032824_03CD53_041F,2020-06-01,27,ASC,ok,105.20217723347511,-21.560923348256285,0.7797164394441818,0.30918741846874087,0.8809951851979352,
S1A_IW_GRDH_1SDV_20200613T125556_20200613T125621_032999_03D286_177D,2020-06-13,27,ASC,ok,107.1890646519236,-21.812351511717242,0.7829495448619906,0.3178604027339002,0.8820912903252578,
S1A_IW_GRDH_1SDV_20200625T125556_20200625T125621_033174_03D7D4_83C0,2020-06-25,27,ASC,ok,107.06813783508485,-21.87127340066818,0.8052355644776018,0.2887602406154451,0.8959992536121009,
S1A_IW_GRDH_1SDV_20200707T125557_20200707T125622_033349_03DD28_B702,2020-07-07,27,ASC,ok,109.74173273712357,-21.559706111235986,0.8314040334172501,0.22532217773411167,0.9099726381920403,
S1A_IW_GRDH_1SDV_20200719T125558_20200719T125623_033524_03E27F_9D5E,2020-07-19,27,ASC,ok,113.55478356764353,-21.564589263928582,0.8569157329930366,0.16747844499480394,0.9234779896799834,
S1A_IW_GRDH_1SDV_20200731T125559_20200731T125624_033699_03E7E0_B01D,2020-07-31,27,ASC,ok,121.10108595118565,-21.564366985645812,0.8662955572480118,0.17977645484170038,0.9265274240492762,
S1A_IW_GRDH_1SDV_20200812T125559_20200812T125624_033874_03EDB7_87DE,2020-08-12,27,ASC,ok,129.692181563239,-21.37328288173254,0.8776235781818906,0.17386619656979774,0.9312360942238481,
S1A_IW_GRDH_1SDV_20200824T125600_20200824T125625_034049_03F3E1_5393,2020-08-24,27,ASC,ok,139.49697628148797,-21.309088248704473,0.883439348495541,0.19163660492526893,0.9327709266912328,
